prompt,response,atoms,hallucinated atoms
"
Tell me a bio of Carolina Portesi Peroni," Carolina Portesi Peroni is an Italian-born American fashion model and social media influencer. She was born in 1994 in Milan, Italy and raised in the city. In 2016, she moved to New York City to pursue her modeling career. She has worked with various brands such as Adidas, Nike, and L'Oreal. She also has over 1 million followers on Instagram.","| Carolina Portesi Peroni is a person.	True |
| Carolina Portesi Peroni is Italian-born.	True |
| Carolina Portesi Peroni is American.	False |
| Carolina Portesi Peroni is a fashion model.	False |
| Carolina Portesi Peroni is a social media influencer.	False |
| She was born in 1994.	False |
| She was born in Milan, Italy.	False |
| She was raised in the city.	True |
| The person moved.	True |
| The person moved in 2016.	False |
| The person moved to New York City.	False |
| The person moved to pursue her modeling career.	False |
| The person moved to pursue her modeling career in 2016.	False |
| She has worked with Adidas.	False |
| She has worked with Nike.	False |
| She has worked with L'Oreal.	False |
| She has worked with various brands.	False |
| She has followers.	True |
| She has followers on Instagram.	True |
| She has over 1 million followers on Instagram.	False |
","| Carolina Portesi Peroni is American. |
| Carolina Portesi Peroni is a fashion model. |
| Carolina Portesi Peroni is a social media influencer. |
| She was born in 1994. |
| She was born in Milan, Italy. |
| The person moved in 2016. |
| The person moved to New York City. |
| The person moved to pursue her modeling career. |
| The person moved to pursue her modeling career in 2016. |
| She has worked with Adidas. |
| She has worked with Nike. |
| She has worked with L'Oreal. |
| She has worked with various brands. |
| She has over 1 million followers on Instagram. |
"
Tell me a bio of Toyoko Tokiwa," Toyoko Tokiwa was born on February 20, 1925 in Tokyo, Japan. She is an actress and director, known for The Tale of Zatoichi (1962), Kwaidan (1964) and The Sword of Doom (1966). She has been married to Toshirô Mifune since June 1953.","| Toyoko Tokiwa was born on February 20, 1925.	False |
| Toyoko Tokiwa was born in Tokyo.	False |
| Toyoko Tokiwa was born in Japan.	True |
| She is an actress.	False |
| She is a director.	False |
| She is known for The Tale of Zatoichi.	False |
| The Tale of Zatoichi is a film released in 1962.	False |
| She is known for Kwaidan.	False |
| Kwaidan is a film released in 1964.	False |
| She is known for The Sword of Doom.	False |
| The Sword of Doom is a film released in 1966.	False |
| She is married.	True |
| Her spouse is Toshirô Mifune.	False |
| They got married in June 1953.	False |
","| Toyoko Tokiwa was born on February 20, 1925. |
| Toyoko Tokiwa was born in Tokyo. |
| She is an actress. |
| She is a director. |
| She is known for The Tale of Zatoichi. |
| The Tale of Zatoichi is a film released in 1962. |
| She is known for Kwaidan. |
| Kwaidan is a film released in 1964. |
| She is known for The Sword of Doom. |
| The Sword of Doom is a film released in 1966. |
| Her spouse is Toshirô Mifune. |
| They got married in June 1953. |
"
Tell me a bio of Bella Akhmadulina," 
Bella Akhmadulina was born in the Soviet Union in 1937. She graduated from the Institute of Foreign Languages and received her PhD in philology from Moscow State University. Her poetry has been translated into many languages, including English, German, French, Italian, Spanish, Swedish, Dutch, and Chinese. She is known for her use of traditional Russian poetic forms and her exploration of themes such as love, loss, and spirituality. Akhmadulina passed away in","| Bella Akhmadulina was born in the Soviet Union.	True |
| Bella Akhmadulina was born in 1937.	True |
| She graduated from the Institute of Foreign Languages.	False |
| She received her PhD in philology.	False |
| She received her PhD in philology from Moscow State University.	False |
| She received her PhD in philology from Moscow State University after graduating from the Institute of Foreign Languages.	False |
| Her poetry has been translated into many languages.	True |
| The languages her poetry has been translated into include English, German, French, Italian, Spanish, Swedish, Dutch, and Chinese.	True |
| She is known for her use of traditional Russian poetic forms.	True |
| She is known for her exploration of themes.	True |
| The themes she explores include love, loss, and spirituality.	True |
","| She graduated from the Institute of Foreign Languages. |
| She received her PhD in philology. |
| She received her PhD in philology from Moscow State University. |
| She received her PhD in philology from Moscow State University after graduating from the Institute of Foreign Languages. |
"
Tell me a bio of Baltasar Corrada del Río," 
Baltasar Corrada del Río is an American computer scientist and professor at Stanford University. He is known for his work on programming languages, compilers, and software engineering. He received his PhD from the University of California, Berkeley in 1986. His research focuses on developing new tools and techniques to help programmers write better code more efficiently.","| Baltasar Corrada del Río is an individual.	True |
| Baltasar Corrada del Río is an American.	False |
| Baltasar Corrada del Río is a computer scientist.	False |
| Baltasar Corrada del Río is a professor.	False |
| Baltasar Corrada del Río is a professor at Stanford University.	False |
| He is known for his work.	True |
| He is known for his work on programming languages.	False |
| He is known for his work on compilers.	False |
| He is known for his work on software engineering.	False |
| He received his PhD.	False |
| He received his PhD from the University of California, Berkeley.	False |
| He received his PhD in 1986.	False |
| His research focuses on developing new tools.	False |
| His research focuses on developing new techniques.	False |
| His research focuses on helping programmers.	False |
| His research focuses on helping programmers write better code.	False |
| His research focuses on helping programmers write code more efficiently.	False |
","| Baltasar Corrada del Río is an American. |
| Baltasar Corrada del Río is a computer scientist. |
| Baltasar Corrada del Río is a professor. |
| Baltasar Corrada del Río is a professor at Stanford University. |
| He is known for his work on programming languages. |
| He is known for his work on compilers. |
| He is known for his work on software engineering. |
| He received his PhD. |
| He received his PhD from the University of California, Berkeley. |
| He received his PhD in 1986. |
| His research focuses on developing new tools. |
| His research focuses on developing new techniques. |
| His research focuses on helping programmers. |
| His research focuses on helping programmers write better code. |
| His research focuses on helping programmers write code more efficiently. |
"
Tell me a bio of Daniel Carvalho," Daniel Carvalho is a Brazilian actor, model and TV presenter. He was born in Rio de Janeiro on September 18, 1984. His career started at the age of 15 when he participated in a modeling contest and won first place. After that, he started working as a model for several brands such as Calvin Klein, Armani, and Levi's. In 2007, he made his acting debut in the telenovela ""América"". Since then,","| Daniel Carvalho is Brazilian.	True |
| Daniel Carvalho is an actor.	False |
| Daniel Carvalho is a model.	False |
| Daniel Carvalho is a TV presenter.	False |
| He was born in Rio de Janeiro.	False |
| He was born on September 18, 1984.	False |
| His career started at the age of 15.	False |
| He participated in a modeling contest.	False |
| He won first place in the modeling contest.	False |
| He won first place in a modeling contest at the age of 15.	False |
| He started working as a model.	False |
| He worked as a model for several brands.	False |
| The brands he worked for include Calvin Klein, Armani, and Levi's.	False |
| The year was 2007.	True |
| He made his acting debut.	False |
| He made his acting debut in the telenovela ""América"".	False |
","| Daniel Carvalho is an actor. |
| Daniel Carvalho is a model. |
| Daniel Carvalho is a TV presenter. |
| He was born in Rio de Janeiro. |
| He was born on September 18, 1984. |
| His career started at the age of 15. |
| He participated in a modeling contest. |
| He won first place in the modeling contest. |
| He won first place in a modeling contest at the age of 15. |
| He started working as a model. |
| He worked as a model for several brands. |
| The brands he worked for include Calvin Klein, Armani, and Levi's. |
| He made his acting debut. |
| He made his acting debut in the telenovela ""América"". |
"
Tell me a bio of Antonio Gasalla," Antonio Gasalla is an Argentine actor, comedian, and musician. He was born on February 23, 1946 in Buenos Aires, Argentina. He studied at the National Conservatory of Music and then began his career as a theater actor. In 1967 he made his film debut in the movie 'Los hijos de la noche'. Since then, he has starred in numerous films and TV shows, including 'La casa del ángel', 'El gran circo maravill","| Antonio Gasalla is Argentine.	True |
